student_id,date_registered,first_date_watched,first_date_purchased,date_diff_reg_watch,date_diff_watch_purch
270017,2022-04-08,2022-04-08,,0,
274284,2022-05-18,2022-05-18,,0,
269559,2022-04-04,2022-04-04,2023-05-16,0,407
283661,2022-08-03,2022-08-03,,0,
260499,2022-01-15,2022-02-03,,19,
274685,2022-05-22,2022-05-22,,0,
268681,2022-03-27,2022-03-27,,0,
289094,2022-09-01,2022-09-01,,0,
271520,2022-04-21,2022-04-21,,0,
284388,2022-08-08,2022-08-08,,0,
264645,2022-02-22,2022-02-22,,0,
259766,2022-01-09,2022-01-09,,0,
268536,2022-03-25,2022-04-09,,15,
266283,2022-03-07,2022-03-07,,0,
285679,2022-08-15,2022-08-16,,1,
280651,2022-07-07,2022-07-11,,4,
296911,2022-10-30,2022-10-30,2022-10-30,0,0
277491,2022-06-12,2022-06-12,,0,
289235,2022-09-02,2022-09-03,,1,
256838,2021-12-13,2021-12-13,2022-01-21,0,39
292620,2022-09-30,2022-09-30,2023-01-17,0,109
262000,2022-01-30,2022-01-30,,0,
263922,2022-02-17,2022-02-17,,0,
286418,2022-08-16,2022-08-17,2022-08-23,1,6
288517,2022-08-29,2022-08-29,,0,
262241,2022-02-01,2022-02-01,,0,
296368,2022-10-26,2022-10-26,,0,
286279,2022-08-16,2022-08-23,,7,
292131,2022-09-26,2022-09-26,,0,
270951,2022-04-16,2022-04-16,,0,
284792,2022-08-11,2022-08-11,,0,
295785,2022-10-23,2022-10-23,,0,
270271,2022-04-10,2022-04-10,,0,
277145,2022-06-09,2022-06-09,,0,
283240,2022-07-31,2022-07-31,,0,
268000,2022-03-19,2022-03-19,,0,
267675,2022-03-17,2022-03-17,,0,
281703,2022-07-16,2022-07-16,,0,
285007,2022-08-11,2022-08-23,,12,
277156,2022-06-09,2022-06-09,,0,
280321,2022-07-04,2022-07-04,,0,
258368,2021-12-28,2021-12-29,,1,
271998,2022-04-26,2022-04-26,,0,
262707,2022-02-05,2022-02-05,,0,
263599,2022-02-14,2022-02-14,,0,
287279,2022-08-19,2022-08-19,,0,
264406,2022-02-21,2022-02-21,,0,
263690,2022-02-14,2022-02-14,2022-02-15,0,1
274068,2022-05-15,2022-05-15,,0,
269374,2022-04-02,2022-04-02,,0,
294225,2022-10-11,2022-10-11,,0,
296129,2022-10-25,2022-10-25,,0,
278803,2022-06-21,2022-08-16,,56,
267940,2022-03-19,2022-03-19,,0,
276504,2022-06-04,2022-06-04,2023-06-06,0,367
275725,2022-06-01,2022-06-01,,0,
272134,2022-04-27,2022-04-27,,0,
256877,2021-12-13,2021-12-13,,0,
259739,2022-01-08,2022-01-08,,0,
281096,2022-07-11,2022-07-11,,0,
296538,2022-10-27,2022-10-27,,0,
263736,2022-02-15,2022-02-15,,0,
296259,2022-10-26,2022-10-26,,0,
281794,2022-07-16,2022-07-16,,0,
258829,2022-01-01,2022-01-02,,1,
261449,2022-01-24,2022-04-06,2022-12-16,72,254
271851,2022-04-25,2022-04-25,2022-04-25,0,0
267478,2022-03-15,2022-03-21,,6,
294753,2022-10-14,2022-10-14,,0,
285982,2022-08-15,2022-08-15,,0,
285083,2022-08-12,2022-08-12,,0,
292626,2022-09-30,2022-09-30,,0,
264270,2022-02-19,2022-02-19,,0,
293506,2022-10-06,2022-10-06,,0,
291971,2022-09-24,2022-09-24,,0,
284919,2022-08-11,2022-08-11,,0,
294167,2022-10-10,2022-10-10,,0,
291515,2022-09-21,2022-09-28,,7,
283577,2022-08-02,2022-08-02,,0,
258677,2021-12-30,2021-12-30,,0,
259513,2022-01-06,2022-01-06,,0,
296539,2022-10-27,2022-10-27,,0,
279185,2022-06-25,2022-06-25,,0,
263229,2022-02-09,2022-02-09,,0,
276759,2022-06-06,2022-06-06,,0,
272975,2022-05-06,2022-05-06,,0,
273484,2022-05-10,2022-05-10,,0,
256422,2021-12-09,2021-12-09,2021-12-12,0,3
296511,2022-10-27,2022-10-27,,0,
260752,2022-01-17,2022-01-17,,0,
272679,2022-05-03,2022-05-03,,0,
275434,2022-05-30,2022-05-30,,0,
263696,2022-02-15,2022-02-15,,0,
295114,2022-10-18,2022-10-18,,0,
257255,2021-12-17,2021-12-17,,0,
258316,2021-12-27,2021-12-27,,0,
284396,2022-08-08,2022-08-09,,1,
269144,2022-03-31,2022-04-02,,2,
273996,2022-05-15,2022-05-15,,0,
279727,2022-06-29,2022-06-29,,0,
266487,2022-03-09,2022-03-09,,0,
263788,2022-02-15,2022-02-15,,0,
266502,2022-03-09,2022-03-15,,6,
263224,2022-02-09,2022-02-09,,0,
263786,2022-02-15,2022-02-15,2022-02-20,0,5
261997,2022-01-30,2022-01-30,,0,
290497,2022-09-13,2022-09-13,,0,
286396,2022-08-16,2022-08-16,,0,
284924,2022-08-11,2022-08-11,,0,
261574,2022-01-25,2022-01-25,,0,
294776,2022-10-15,2022-10-15,2022-11-28,0,44
292086,2022-09-26,2022-09-27,2022-09-27,1,0
261097,2022-01-20,2022-01-21,,1,
284475,2022-08-08,2022-08-08,,0,
285743,2022-08-15,2022-08-15,,0,
271538,2022-04-22,2022-04-22,,0,
286785,2022-08-17,2022-08-17,,0,
274725,2022-05-22,2022-06-11,,20,
268355,2022-03-23,2022-03-23,,0,
296634,2022-10-28,2022-10-29,2022-12-01,1,33
271911,2022-04-25,2022-04-25,,0,
290830,2022-09-15,2022-09-15,,0,
259084,2022-01-03,2022-01-03,,0,
267808,2022-03-18,2022-03-18,,0,
271788,2022-04-24,2022-04-24,,0,
257261,2021-12-17,2021-12-17,,0,
286531,2022-08-16,2022-08-16,,0,
294984,2022-10-16,2022-10-16,,0,
274812,2022-05-23,2022-05-23,,0,
260424,2022-01-14,2022-01-14,,0,
279494,2022-06-27,2022-06-27,,0,
257515,2021-12-19,2021-12-19,,0,
285543,2022-08-15,2022-08-15,,0,
265567,2022-03-01,2022-03-01,,0,
272629,2022-05-02,2022-05-02,,0,
268061,2022-03-20,2022-03-30,,10,
268448,2022-03-24,2022-03-24,,0,
291137,2022-09-18,2022-09-18,,0,
275558,2022-05-31,2022-05-31,,0,
258112,2021-12-25,2021-12-25,,0,
294049,2022-10-10,2022-10-10,,0,
294728,2022-10-14,2022-10-14,,0,
267244,2022-03-14,2022-03-14,,0,
270111,2022-04-08,2022-04-08,,0,
291143,2022-09-18,2022-09-18,,0,
258755,2021-12-31,2022-01-02,,2,
267301,2022-03-14,2022-03-14,,0,
291802,2022-09-23,2022-09-23,,0,
261606,2022-01-26,2022-01-26,,0,
282394,2022-07-23,2022-07-23,,0,
258994,2022-01-02,2022-01-02,,0,
287290,2022-08-19,2022-08-19,,0,
268528,2022-03-25,2022-03-25,,0,
268916,2022-03-29,2022-03-29,,0,
295357,2022-10-19,2022-10-19,,0,
255692,2021-12-04,2021-12-04,,0,
288922,2022-08-31,2022-08-31,,0,
266561,2022-03-09,2022-03-09,,0,
257885,2021-12-23,2021-12-23,,0,
285540,2022-08-15,2022-08-15,,0,
296333,2022-10-26,2022-10-26,,0,
258477,2021-12-29,2021-12-29,,0,
270937,2022-04-16,2022-04-16,,0,
269869,2022-04-06,2022-06-01,,56,
280918,2022-07-09,2022-08-17,,39,
266594,2022-03-09,2022-03-20,,11,
261327,2022-01-23,2022-01-23,,0,
286010,2022-08-15,2022-08-16,,1,
293908,2022-10-09,2022-10-09,,0,
293557,2022-10-06,2022-10-06,2022-12-02,0,57
278099,2022-06-17,2022-06-17,2023-03-31,0,287
255493,2021-12-02,2021-12-02,,0,
279087,2022-06-24,2022-06-24,,0,
282820,2022-07-27,2022-08-02,,6,
269189,2022-04-01,2022-04-01,,0,
271033,2022-04-17,2022-04-17,,0,
286130,2022-08-15,2022-08-16,,1,
255347,2021-12-01,2021-12-01,,0,
291457,2022-09-20,2022-09-20,,0,
257878,2021-12-23,2021-12-28,,5,
260418,2022-01-14,2022-01-14,,0,
261145,2022-01-21,2022-01-21,,0,
286194,2022-08-15,2022-08-15,,0,
294310,2022-10-11,2022-10-11,,0,
263148,2022-02-09,2022-02-09,,0,
280789,2022-07-08,2022-07-08,,0,
282427,2022-07-23,2022-07-23,,0,
274415,2022-05-19,2022-05-19,,0,
295656,2022-10-22,2022-10-22,,0,
295850,2022-10-23,2022-10-23,,0,
296530,2022-10-27,2022-10-27,,0,
275211,2022-05-27,2022-05-27,,0,
278088,2022-06-16,2022-06-21,2022-07-01,5,10
271055,2022-04-17,2022-04-17,,0,
266529,2022-03-09,2022-03-09,2022-03-09,0,0
279853,2022-06-30,2022-06-30,,0,
279983,2022-07-01,2022-07-01,,0,
256572,2021-12-11,2021-12-11,,0,
296684,2022-10-28,2022-10-29,,1,
272832,2022-05-04,2022-08-16,,104,
280432,2022-07-05,2022-07-05,,0,
288773,2022-08-30,2022-08-30,2022-09-01,0,2
267887,2022-03-18,2022-03-18,,0,
255711,2021-12-04,2021-12-06,,2,
268936,2022-03-30,2022-03-30,,0,
257900,2021-12-23,2021-12-23,,0,
296286,2022-10-26,2022-10-26,,0,
265611,2022-03-02,2022-03-02,,0,
294285,2022-10-11,2022-10-11,,0,
276167,2022-06-02,2022-06-02,,0,
268623,2022-03-26,2022-03-26,,0,
266667,2022-03-10,2022-03-10,,0,
281508,2022-07-14,2022-07-14,,0,
294438,2022-10-12,2022-10-12,,0,
260810,2022-01-17,2022-01-18,,1,
258435,2021-12-28,2021-12-28,,0,
291646,2022-09-22,2022-09-22,,0,
290355,2022-09-12,2022-09-12,,0,
261945,2022-01-29,2022-01-29,,0,
296360,2022-10-26,2022-10-26,,0,
279064,2022-06-24,2022-06-24,,0,
279200,2022-06-25,2022-06-25,,0,
269553,2022-04-04,2022-04-04,,0,
261311,2022-01-23,2022-01-23,,0,
265667,2022-03-02,2022-03-03,,1,
286894,2022-08-17,2022-08-17,,0,
285477,2022-08-14,2022-08-14,,0,
294484,2022-10-13,2022-10-13,,0,
296261,2022-10-26,2022-10-26,,0,
295484,2022-10-20,2022-10-20,,0,
293733,2022-10-07,2022-10-07,,0,
279987,2022-07-01,2022-07-01,,0,
266350,2022-03-08,2022-03-08,,0,
272144,2022-04-27,2022-07-23,2022-07-24,87,1
275864,2022-06-02,2022-06-02,,0,
284434,2022-08-08,2022-08-09,,1,
293409,2022-10-05,2022-10-05,,0,
282463,2022-07-24,2022-07-24,,0,
265206,2022-02-27,2022-02-27,,0,
279721,2022-06-29,2022-06-29,,0,
269782,2022-04-06,2022-04-06,,0,
294182,2022-10-10,2022-10-10,,0,
293057,2022-10-03,2022-10-03,,0,
294324,2022-10-11,2022-10-14,,3,
290990,2022-09-16,2022-09-16,,0,
255488,2021-12-02,2021-12-04,2021-12-04,2,0
275447,2022-05-30,2022-05-30,,0,
285113,2022-08-12,2022-08-12,,0,
283396,2022-08-01,2022-08-01,,0,
265078,2022-02-26,2022-02-28,,2,
292713,2022-09-30,2022-09-30,,0,
273236,2022-05-08,2022-05-08,,0,
275975,2022-06-02,2022-06-02,,0,
278548,2022-06-20,2022-06-20,,0,
294469,2022-10-12,2022-10-12,,0,
261630,2022-01-26,2022-01-26,,0,
267325,2022-03-15,2022-03-15,,0,
269736,2022-04-05,2022-04-05,,0,
294781,2022-10-15,2022-10-15,,0,
295470,2022-10-20,2022-10-20,,0,
277019,2022-06-08,2022-06-08,,0,
268941,2022-03-30,2022-03-30,,0,
289489,2022-09-05,2022-09-07,,2,
257376,2021-12-18,2021-12-18,,0,
267102,2022-03-13,2022-03-13,,0,
290425,2022-09-12,2022-09-12,,0,
261356,2022-01-23,2022-01-23,,0,
265575,2022-03-02,2022-03-02,,0,
288484,2022-08-28,2022-08-28,2022-08-29,0,1
278823,2022-06-21,2022-06-21,,0,
274637,2022-05-21,2022-05-21,,0,
287456,2022-08-21,2022-08-21,,0,
279564,2022-06-28,2022-06-28,,0,
267260,2022-03-14,2022-03-14,,0,
256863,2021-12-13,2021-12-13,,0,
282402,2022-07-23,2022-07-24,2022-07-25,1,1
283155,2022-07-30,2022-07-30,,0,
294683,2022-10-14,2022-10-14,,0,
285947,2022-08-15,2022-08-15,,0,
258890,2022-01-01,2022-01-01,,0,
274338,2022-05-18,2022-06-03,2023-05-20,16,351
290304,2022-09-11,2022-09-25,,14,
277297,2022-06-10,2022-06-10,,0,
284639,2022-08-10,2022-08-10,,0,
279292,2022-06-26,2022-06-26,,0,
281716,2022-07-16,2022-08-14,,29,
279016,2022-06-23,2022-06-23,,0,
274874,2022-05-23,2022-05-23,,0,
258251,2021-12-27,2021-12-30,,3,
264055,2022-02-18,2022-02-18,,0,
257758,2021-12-22,2021-12-22,,0,
267309,2022-03-14,2022-03-14,,0,
273318,2022-05-09,2022-05-09,,0,
287799,2022-08-23,2022-08-23,,0,
276185,2022-06-02,2022-06-03,,1,
258596,2021-12-30,2021-12-30,,0,
275411,2022-05-30,2022-05-30,,0,
259590,2022-01-07,2022-01-07,,0,
266279,2022-03-07,2022-03-07,,0,
296810,2022-10-30,2022-10-30,2022-11-25,0,26
294065,2022-10-10,2022-10-10,,0,
267700,2022-03-17,2022-03-17,,0,
282186,2022-07-20,2022-07-23,,3,
257110,2021-12-15,2021-12-15,,0,
274909,2022-05-24,2022-05-24,,0,
267166,2022-03-14,2022-03-14,,0,
278849,2022-06-22,2022-06-22,,0,
277554,2022-06-12,2022-06-12,,0,
294279,2022-10-11,2022-10-11,,0,
291729,2022-09-22,2022-09-22,,0,
273869,2022-05-13,2022-06-28,,46,
274303,2022-05-18,2022-08-06,,80,
262649,2022-02-04,2022-02-04,,0,
259250,2022-01-04,2022-01-10,,6,
288038,2022-08-25,2022-08-25,2022-08-25,0,0
285448,2022-08-14,2022-08-14,,0,
276911,2022-06-07,2022-06-07,,0,
258325,2021-12-27,2022-01-09,2022-01-28,13,19
294134,2022-10-10,2022-10-10,,0,
259274,2022-01-04,2022-01-04,,0,
275701,2022-06-01,2022-06-01,,0,
270622,2022-04-13,2022-04-13,,0,
258434,2021-12-28,2021-12-30,,2,
262198,2022-02-01,2022-02-01,2022-02-01,0,0
271583,2022-04-22,2022-04-22,,0,
265132,2022-02-26,2022-02-26,,0,
283642,2022-08-03,2022-08-03,,0,
295570,2022-10-21,2022-10-21,2023-07-29,0,281
257817,2021-12-22,2021-12-22,,0,
286636,2022-08-16,2022-10-20,,65,
264136,2022-02-18,2022-02-18,,0,
291848,2022-09-23,2022-09-23,,0,
260519,2022-01-15,2022-01-15,,0,
259229,2022-01-04,2022-01-04,,0,
296307,2022-10-26,2022-10-26,,0,
265119,2022-02-26,2022-02-26,,0,
295571,2022-10-21,2022-10-21,,0,
265062,2022-02-26,2022-02-26,,0,
295064,2022-10-17,2022-10-17,,0,
259062,2022-01-03,2022-01-03,,0,
283265,2022-07-31,2022-07-31,,0,
290065,2022-09-09,2022-09-09,,0,
280839,2022-07-08,2022-07-08,2022-08-06,0,29
268434,2022-03-24,2022-03-24,,0,
280613,2022-07-07,2022-07-07,2022-07-13,0,6
275691,2022-06-01,2022-06-01,,0,
286872,2022-08-17,2022-08-17,,0,
283170,2022-07-31,2022-09-20,,51,
275911,2022-06-02,2022-06-02,,0,
265636,2022-03-02,2022-03-02,,0,
279467,2022-06-27,2022-06-27,,0,
263458,2022-02-12,2022-02-12,,0,
292676,2022-09-30,2022-09-30,,0,
264771,2022-02-23,2022-02-23,,0,
273797,2022-05-13,2022-05-13,,0,
267062,2022-03-13,2022-03-13,,0,
280426,2022-07-05,2022-07-05,,0,
287080,2022-08-18,2022-08-18,,0,
262634,2022-02-04,2022-02-04,2022-02-04,0,0
292070,2022-09-26,2022-09-26,,0,
265198,2022-02-27,2022-02-27,,0,
290796,2022-09-15,2022-09-15,,0,
260516,2022-01-15,2022-01-26,,11,
267095,2022-03-13,2022-03-13,,0,
289899,2022-09-08,2022-09-12,,4,
266136,2022-03-07,2022-03-07,2022-03-07,0,0
276437,2022-06-03,2022-06-03,,0,
296194,2022-10-26,2022-10-26,,0,
263946,2022-02-17,2022-02-17,,0,
294153,2022-10-10,2022-10-10,,0,
282601,2022-07-25,2022-07-25,2022-09-23,0,60
296502,2022-10-27,2022-10-27,,0,
257339,2021-12-17,2021-12-17,,0,
281276,2022-07-12,2022-07-12,,0,
282373,2022-07-23,2022-07-23,2022-09-28,0,67
293092,2022-10-03,2022-10-10,,7,
293607,2022-10-06,2022-10-06,,0,
281584,2022-07-15,2022-07-15,,0,
280845,2022-07-09,2022-07-09,,0,
256145,2021-12-07,2021-12-07,,0,
293580,2022-10-06,2022-10-06,,0,
275310,2022-05-29,2022-05-29,,0,
291955,2022-09-24,2022-09-24,,0,
259372,2022-01-05,2022-01-05,,0,
295078,2022-10-17,2022-10-17,,0,
259902,2022-01-10,2022-01-10,,0,
280110,2022-07-02,2022-07-02,,0,
273862,2022-05-13,2022-05-13,2022-06-13,0,31
292020,2022-09-25,2022-09-25,,0,
296710,2022-10-29,2022-10-29,,0,
295240,2022-10-18,2022-10-18,,0,
290022,2022-09-09,2022-09-09,,0,
279885,2022-07-01,2022-07-01,,0,
286275,2022-08-16,2022-08-16,,0,
261854,2022-01-28,2022-01-28,,0,
276530,2022-06-04,2022-06-04,,0,
268667,2022-03-27,2022-03-27,,0,
291012,2022-09-16,2022-09-17,2023-03-02,1,166
264921,2022-02-24,2022-02-24,,0,
258015,2021-12-24,2021-12-24,,0,
286314,2022-08-16,2022-08-16,,0,
257541,2021-12-20,2021-12-20,,0,
293511,2022-10-06,2022-10-06,,0,
293943,2022-10-09,2022-10-09,,0,
261615,2022-01-26,2022-01-26,2022-01-28,0,2
285478,2022-08-14,2022-08-14,,0,
265542,2022-03-01,2022-03-05,,4,
273212,2022-05-08,2022-05-08,,0,
268372,2022-03-23,2022-03-23,,0,
296332,2022-10-26,2022-10-26,,0,
271529,2022-04-21,2022-04-21,,0,
278740,2022-06-21,2022-06-21,,0,
296784,2022-10-29,2022-10-29,,0,
262953,2022-02-07,2022-02-07,,0,
293334,2022-10-05,2022-10-05,,0,
274491,2022-05-19,2022-05-19,,0,
293183,2022-10-04,2022-10-04,,0,
261465,2022-01-24,2022-01-24,,0,
278591,2022-06-20,2022-06-20,,0,
266796,2022-03-11,2022-03-11,,0,
262928,2022-02-07,2022-02-07,,0,
255556,2021-12-03,2021-12-03,,0,
288113,2022-08-26,2022-08-26,,0,
286751,2022-08-17,2022-08-17,,0,
295527,2022-10-21,2022-10-21,,0,
288923,2022-08-31,2022-09-01,2022-09-03,1,2
282454,2022-07-24,2022-10-05,,73,
293119,2022-10-03,2022-10-03,,0,
277213,2022-06-09,2022-06-09,,0,
265056,2022-02-26,2022-04-26,,59,
290502,2022-09-13,2022-09-13,,0,
290854,2022-09-15,2022-09-15,,0,
276473,2022-06-04,2022-06-04,,0,
258654,2021-12-30,2021-12-30,,0,
269238,2022-04-01,2022-04-01,,0,
261732,2022-01-27,2022-01-27,,0,
286649,2022-08-16,2022-08-16,,0,
257279,2021-12-17,2021-12-17,,0,
266115,2022-03-06,2022-03-06,,0,
256917,2021-12-14,2021-12-14,,0,
274756,2022-05-22,2022-05-22,,0,
282854,2022-07-28,2022-07-28,2022-11-28,0,123
269914,2022-04-07,2022-04-07,,0,
273060,2022-05-06,2022-05-06,2022-05-12,0,6
284402,2022-08-08,2022-08-08,2022-08-09,0,1
264354,2022-02-20,2022-02-20,,0,
284028,2022-08-05,2022-08-05,2022-08-05,0,0
271590,2022-04-22,2022-04-22,,0,
294491,2022-10-13,2022-10-13,,0,
273783,2022-05-13,2022-05-13,,0,
273300,2022-05-09,2022-05-09,,0,
293854,2022-10-08,2022-10-08,,0,
293437,2022-10-05,2022-10-05,,0,
276860,2022-06-07,2022-06-07,2022-09-29,0,114
260151,2022-01-12,2022-01-12,,0,
291695,2022-09-22,2022-09-22,2022-09-22,0,0
283185,2022-07-31,2022-07-31,,0,
271385,2022-04-20,2022-04-20,,0,
286317,2022-08-16,2022-08-16,,0,
293498,2022-10-06,2022-10-06,,0,
285724,2022-08-15,2022-08-15,,0,
283435,2022-08-01,2022-08-01,,0,
285355,2022-08-14,2022-08-14,,0,
291144,2022-09-18,2022-09-18,,0,
261543,2022-01-25,2022-01-25,,0,
275999,2022-06-02,2022-08-17,,76,
287629,2022-08-22,2022-08-22,,0,
270117,2022-04-08,2022-04-10,,2,
283733,2022-08-03,2022-08-03,,0,
266934,2022-03-12,2022-03-12,,0,
262578,2022-02-03,2022-02-04,2022-03-31,1,55
270979,2022-04-16,2022-04-16,,0,
271569,2022-04-22,2022-04-22,,0,
269690,2022-04-05,2022-04-05,,0,
259106,2022-01-03,2022-01-03,2022-01-03,0,0
267333,2022-03-15,2022-03-15,,0,
278213,2022-06-17,2022-06-20,,3,
267554,2022-03-16,2022-03-16,,0,
292778,2022-10-01,2022-10-01,,0,
270425,2022-04-11,2022-04-11,,0,
293534,2022-10-06,2022-10-06,,0,
267212,2022-03-14,2022-03-14,,0,
294875,2022-10-16,2022-10-16,,0,
276774,2022-06-06,2022-06-06,,0,
289194,2022-09-02,2022-09-02,,0,
288969,2022-09-01,2022-09-01,,0,
271021,2022-04-16,2022-06-11,,56,
274791,2022-05-23,2022-06-01,2022-11-07,9,159
288997,2022-09-01,2022-09-29,,28,
273052,2022-05-06,2022-05-06,,0,
289830,2022-09-07,2022-09-07,,0,
261397,2022-01-24,2022-01-24,,0,
275317,2022-05-29,2022-05-29,,0,
269536,2022-04-03,2022-04-03,,0,
259456,2022-01-06,2022-01-06,,0,
293077,2022-10-03,2022-10-03,,0,
292155,2022-09-26,2022-09-26,,0,
258420,2021-12-28,2021-12-29,,1,
261446,2022-01-24,2022-01-24,2022-01-24,0,0
278880,2022-06-22,2022-06-22,,0,
294861,2022-10-15,2022-10-15,,0,
263832,2022-02-16,2022-02-16,,0,
291108,2022-09-17,2022-09-17,,0,
293543,2022-10-06,2022-10-19,,13,
282261,2022-07-21,2022-07-21,,0,
268669,2022-03-27,2022-03-27,,0,
276296,2022-06-03,2022-06-03,,0,
283909,2022-08-04,2022-08-04,,0,
294421,2022-10-12,2022-10-12,,0,
259028,2022-01-02,2022-01-02,2022-01-04,0,2
288421,2022-08-28,2022-08-28,,0,
268196,2022-03-21,2022-03-21,,0,
255848,2021-12-05,2021-12-05,,0,
265065,2022-02-26,2022-02-26,,0,
275056,2022-05-25,2022-05-25,2022-05-25,0,0
265888,2022-03-04,2022-03-04,,0,
290938,2022-09-16,2022-09-16,,0,
287308,2022-08-19,2022-08-19,,0,
282155,2022-07-20,2022-07-20,,0,
269119,2022-03-31,2022-04-03,,3,
290332,2022-09-12,2022-09-12,,0,
279506,2022-06-27,2022-06-27,,0,
277107,2022-06-08,2022-06-16,,8,
286820,2022-08-17,2022-08-17,,0,
272616,2022-05-02,2022-05-02,2022-05-04,0,2
267546,2022-03-16,2022-03-16,2022-03-16,0,0
291139,2022-09-18,2022-09-18,,0,
281554,2022-07-14,2022-08-07,,24,
296116,2022-10-25,2022-10-25,,0,
260396,2022-01-14,2022-09-02,,231,
273199,2022-05-08,2022-05-08,,0,
295997,2022-10-24,2022-10-24,,0,
283072,2022-07-30,2022-07-30,,0,
271154,2022-04-18,2022-04-18,2022-04-20,0,2
295697,2022-10-22,2022-10-22,,0,
256044,2021-12-06,2021-12-06,,0,
280678,2022-07-07,2022-07-07,,0,
259880,2022-01-10,2022-01-10,,0,
263498,2022-02-13,2022-02-13,,0,
257004,2021-12-14,2021-12-14,,0,
285732,2022-08-15,2022-08-15,,0,
282353,2022-07-22,2022-07-22,,0,
286851,2022-08-17,2022-08-29,,12,
264305,2022-02-20,2022-02-20,,0,
292096,2022-09-26,2022-09-26,,0,
260297,2022-01-13,2022-01-13,,0,
283707,2022-08-03,2022-08-03,,0,
283394,2022-08-01,2022-08-01,,0,
292977,2022-10-02,2022-10-02,,0,
270537,2022-04-12,2022-04-12,,0,
281849,2022-07-17,2022-08-05,,19,
267379,2022-03-15,2022-08-19,,157,
282355,2022-07-22,2022-07-22,,0,
293891,2022-10-09,2022-10-09,,0,
259344,2022-01-05,2022-01-05,,0,
289530,2022-09-05,2022-09-05,,0,
271761,2022-04-24,2022-04-24,2022-04-26,0,2
260566,2022-01-15,2022-01-15,,0,
271624,2022-04-22,2022-04-22,,0,
275082,2022-05-26,2022-05-26,,0,
277391,2022-06-11,2022-06-11,,0,
268287,2022-03-22,2022-03-22,2022-03-30,0,8
261406,2022-01-24,2022-01-24,,0,
274311,2022-05-18,2022-05-18,,0,
278111,2022-06-17,2022-06-17,,0,
271698,2022-04-23,2022-04-23,,0,
273525,2022-05-11,2022-05-11,,0,
286027,2022-08-15,2022-08-15,,0,
293585,2022-10-06,2022-10-06,,0,
258167,2021-12-26,2021-12-26,,0,
276879,2022-06-07,2022-06-07,,0,
268604,2022-03-26,2022-03-26,,0,
295275,2022-10-19,2022-10-19,,0,
280983,2022-07-10,2022-07-10,,0,
258261,2021-12-27,2021-12-27,,0,
266418,2022-03-08,2022-03-09,,1,
273650,2022-05-12,2022-05-12,,0,
276939,2022-06-07,2022-06-07,,0,
272806,2022-05-04,2022-05-04,2022-05-04,0,0
295303,2022-10-19,2022-10-19,,0,
290906,2022-09-16,2022-09-16,2022-09-21,0,5
256763,2021-12-13,2021-12-13,,0,
292779,2022-10-01,2022-10-01,,0,
262738,2022-02-05,2022-02-05,2022-02-07,0,2
276812,2022-06-06,2022-06-06,,0,
275388,2022-05-30,2022-05-30,,0,
274926,2022-05-24,2022-05-24,,0,
281354,2022-07-13,2022-07-13,,0,
258169,2021-12-26,2021-12-29,,3,
270601,2022-04-12,2022-04-12,,0,
262616,2022-02-04,2022-02-04,,0,
276917,2022-06-07,2022-06-07,,0,
264662,2022-02-22,2022-02-22,,0,
256181,2021-12-08,2021-12-08,,0,
258042,2021-12-24,2021-12-24,,0,
287003,2022-08-18,2022-08-18,2022-08-18,0,0
277749,2022-06-14,2022-06-14,,0,
291124,2022-09-18,2022-09-18,,0,
266302,2022-03-07,2022-03-07,,0,
294085,2022-10-10,2022-10-10,,0,
262619,2022-02-04,2022-02-04,,0,
260707,2022-01-17,2022-01-17,2022-01-17,0,0
262202,2022-02-01,2022-02-01,,0,
285835,2022-08-15,2022-08-15,,0,
285136,2022-08-12,2022-08-13,,1,
264455,2022-02-21,2022-02-21,,0,
289200,2022-09-02,2022-09-02,,0,
265210,2022-02-27,2022-02-27,2022-08-17,0,171
292670,2022-09-30,2022-09-30,,0,
289897,2022-09-08,2022-09-08,,0,
268743,2022-03-28,2022-03-28,,0,
282933,2022-07-29,2022-07-29,,0,
257137,2021-12-16,2021-12-16,,0,
256075,2021-12-07,2021-12-07,,0,
261426,2022-01-24,2022-01-24,,0,
268242,2022-03-21,2022-03-21,2022-04-17,0,27
262314,2022-02-02,2022-02-02,,0,
261020,2022-01-20,2022-01-20,,0,
265940,2022-03-05,2022-03-06,,1,
281487,2022-07-14,2022-08-19,,36,
278926,2022-06-22,2022-06-22,,0,
291104,2022-09-17,2022-09-17,,0,
264980,2022-02-25,2022-02-25,,0,
290843,2022-09-15,2022-09-15,2022-10-03,0,18
295858,2022-10-23,2022-10-23,,0,
284051,2022-08-05,2022-08-06,,1,
276094,2022-06-02,2022-06-03,,1,
264062,2022-02-18,2022-02-19,,1,
294711,2022-10-14,2022-10-14,,0,
274403,2022-05-19,2022-05-19,,0,
294548,2022-10-13,2022-10-13,,0,
272796,2022-05-04,2022-05-04,,0,
267202,2022-03-14,2022-03-14,,0,
266585,2022-03-09,2022-03-09,,0,
295806,2022-10-23,2022-10-24,,1,
278044,2022-06-16,2022-06-16,,0,
288647,2022-08-30,2022-08-30,,0,
283075,2022-07-30,2022-07-30,,0,
273181,2022-05-08,2022-05-08,,0,
263640,2022-02-14,2022-02-14,,0,
266619,2022-03-10,2022-05-21,,72,
271636,2022-04-23,2022-05-28,,35,
264275,2022-02-19,2022-02-19,,0,
